entity_id	label	entity_family	reason
8200	Q1452613	work	raw_qid_label
8201	Q1452750	person	raw_qid_label
8202	Q1456447	group	raw_qid_label
8203	Q1456515	person	raw_qid_label
8204	Q1456739	person	raw_qid_label
8205	Q1457784	person	raw_qid_label
8206	Q1459188	person	raw_qid_label
8208	Q1459583	person	raw_qid_label
8211	Q1462878	person	raw_qid_label
8212	Q1463322	person	raw_qid_label
8213	Q1467023	person	raw_qid_label
8215	Q1470086	person	raw_qid_label
8216	Q1470264	work	raw_qid_label
8217	Q1470329	organization	raw_qid_label
8218	Q1471025	person	raw_qid_label
8219	Q1472482	group	raw_qid_label
8221	Q1473565	work	raw_qid_label
8222	Q1473871	person	raw_qid_label
8224	Q1475082	person	raw_qid_label
8225	Q1475584	group	raw_qid_label
8226	Q1476080	work	raw_qid_label
8227	Q1476147	work	raw_qid_label
8228	Q1477423	group	raw_qid_label
8229	Q1479074	group	raw_qid_label
8230	Q1479513	person	raw_qid_label
8231	Q1479555	organization	raw_qid_label
8232	Q1479869	person	raw_qid_label
8233	Q1480576	person	raw_qid_label
8234	Q1484538	person	raw_qid_label
8235	Q1486103	person	raw_qid_label
8236	Q1486368	person	raw_qid_label
8237	Q1486734	person	raw_qid_label
8238	Q1489705	person	raw_qid_label
8239	Q1490742	person	raw_qid_label
8240	Q1493719	person	raw_qid_label
8241	Q1494195	person	raw_qid_label
8243	Q1497474	person	raw_qid_label
8244	Q1498460	person	raw_qid_label
8245	Q1500073	group	raw_qid_label
8246	Q1501817	person	raw_qid_label
8247	Q1502949	person	raw_qid_label
8251	Q1506962	person	raw_qid_label
8252	Q1507136	person	raw_qid_label
8253	Q1507169	person	raw_qid_label
8254	Q1507208	person	raw_qid_label
8256	Q1507723	person	raw_qid_label
8257	Q1508167	group	raw_qid_label
8258	Q1508673	person	raw_qid_label
8259	Q1508842	person	raw_qid_label
8260	Q1509056	person	raw_qid_label
8261	Q1510468	person	raw_qid_label
8262	Q1511745	person	raw_qid_label
8263	Q1512171	work	raw_qid_label
8264	Q1514863	person	raw_qid_label
8265	Q1516678	group	raw_qid_label
8266	Q1517063	person	raw_qid_label
8267	Q1518242	person	raw_qid_label
8268	Q1521718	person	raw_qid_label
8270	Q1522599	person	raw_qid_label
8271	Q1523538	person	raw_qid_label
8272	Q1523677	person	raw_qid_label
8273	Q1524285	person	raw_qid_label
8274	Q1524530	work	raw_qid_label
8275	Q1524890	person	raw_qid_label
8276	Q1525371	person	raw_qid_label
8277	Q1525403	person	raw_qid_label
8278	Q1525498	person	raw_qid_label
8279	Q1525683	person	raw_qid_label
8280	Q1525702	group	raw_qid_label
8281	Q1528098	person	raw_qid_label
8282	Q1528312	person	raw_qid_label
8283	Q1528701	person	raw_qid_label
8284	Q1530639	person	raw_qid_label
8286	Q1532531	person	raw_qid_label
8287	Q1532854	group	raw_qid_label
8288	Q1533787	person	raw_qid_label
8290	Q1534615	person	raw_qid_label
8291	Q1535788	organization	raw_qid_label
8292	Q1535860	person	raw_qid_label
8294	Q1536429	group	raw_qid_label
8297	Q1537983	person	raw_qid_label
8298	Q1538017	person	raw_qid_label
8299	Q1538543	organization	raw_qid_label
8301	Q1541561	group	raw_qid_label
8302	Q1542058	person	raw_qid_label
8303	Q1542119	work	raw_qid_label
8305	Q1544772	person	raw_qid_label
8306	Q1544817	group	raw_qid_label
8307	Q1545031	person	raw_qid_label
8309	Q1545340	person	raw_qid_label
8310	Q1547026	person	raw_qid_label
8311	Q1547252	person	raw_qid_label
8312	Q1548455	person	raw_qid_label
8313	Q1548644	work	raw_qid_label
8314	Q1549265	person	raw_qid_label
8315	Q1550880	person	raw_qid_label
8316	Q1551551	person	raw_qid_label
8317	Q1551836	person	raw_qid_label
8318	Q1553484	person	raw_qid_label
8319	Q1553934	person	raw_qid_label
8320	Q1554028	person	raw_qid_label
8322	Q1557612	person	raw_qid_label
8323	Q1557681	person	raw_qid_label
8324	Q1557833	person	raw_qid_label
8325	Q1558748	person	raw_qid_label
8326	Q1558951	person	raw_qid_label
8327	Q1559328	person	raw_qid_label
8329	Q1562847	person	raw_qid_label
8330	Q1562861	person	raw_qid_label
8331	Q1563019	person	raw_qid_label
8333	Q1564328	person	raw_qid_label
8334	Q1564667	person	raw_qid_label
8335	Q1567027	person	raw_qid_label
8336	Q1567717	person	raw_qid_label
8337	Q1569522	person	raw_qid_label
8338	Q1571476	group	raw_qid_label
8339	Q1571708	person	raw_qid_label
8340	Q1575233	group	raw_qid_label
8341	Q1578610	person	raw_qid_label
8342	Q1579359	person	raw_qid_label
8343	Q1579783	person	raw_qid_label
8344	Q1580276	person	raw_qid_label
8346	Q1580878	person	raw_qid_label
8347	Q1582915	person	raw_qid_label
8348	Q1584391	person	raw_qid_label
8349	Q1585227	person	raw_qid_label
8351	Q1585876	person	raw_qid_label
8352	Q1586745	person	raw_qid_label
8353	Q1586798	person	raw_qid_label
8356	Q1592224	person	raw_qid_label
8357	Q1592946	person	raw_qid_label
8359	Q1597348	person	raw_qid_label
8360	Q1598922	person	raw_qid_label
8361	Q1599343	person	raw_qid_label
8362	Q1600176	person	raw_qid_label
8363	Q1600243	person	raw_qid_label
8364	Q1600744	person	raw_qid_label
8365	Q1600882	person	raw_qid_label
8366	Q1600997	person	raw_qid_label
8368	Q1602177	person	raw_qid_label
8369	Q1602300	person	raw_qid_label
8370	Q1603342	person	raw_qid_label
8371	Q1605965	person	raw_qid_label
8372	Q1606541	person	raw_qid_label
8373	Q1606765	person	raw_qid_label
8374	Q1607064	person	raw_qid_label
8375	Q1607113	person	raw_qid_label
8376	Q1607467	person	raw_qid_label
8377	Q1607497	person	raw_qid_label
8379	Q1608114	person	raw_qid_label
8381	Q1609787	person	raw_qid_label
8382	Q1610022	person	raw_qid_label
8383	Q1610584	person	raw_qid_label
8384	Q1611073	work	raw_qid_label
8386	Q1613153	person	raw_qid_label
8387	Q1615517	person	raw_qid_label
8388	Q1615674	person	raw_qid_label
8389	Q1616017	person	raw_qid_label
8390	Q1616057	person	raw_qid_label
8391	Q1618037	person	raw_qid_label
8393	Q1624093	person	raw_qid_label
8394	Q1624579	person	raw_qid_label
8395	Q1626081	work	raw_qid_label
8396	Q1627247	group	raw_qid_label
8397	Q1630304	work	raw_qid_label
8398	Q1631090	work	raw_qid_label
8399	Q1631774	work	raw_qid_label
8400	Q1631945	person	raw_qid_label
8401	Q1634447	person	raw_qid_label
8402	Q1634849	person	raw_qid_label
8403	Q1635281	person	raw_qid_label
8404	Q1635878	person	raw_qid_label
8407	Q1638070	person	raw_qid_label
8408	Q1638321	organization	raw_qid_label
8409	Q1643241	organization	raw_qid_label
8410	Q1644555	person	raw_qid_label
8411	Q1644990	person	raw_qid_label
8412	Q1645293	person	raw_qid_label
8413	Q1645322	person	raw_qid_label
8414	Q1646346	person	raw_qid_label
8415	Q1646469	person	raw_qid_label
8416	Q1647693	person	raw_qid_label
8418	Q1648159	person	raw_qid_label
8419	Q1648790	person	raw_qid_label
8420	Q1648888	person	raw_qid_label
8421	Q1649357	person	raw_qid_label
8423	Q1650223	person	raw_qid_label
8424	Q1650882	person	raw_qid_label
8425	Q1651660	person	raw_qid_label
8426	Q1651673	person	raw_qid_label
8427	Q1657593	person	raw_qid_label
8428	Q1658357	person	raw_qid_label
8429	Q1658606	person	raw_qid_label
8430	Q1659513	person	raw_qid_label
8431	Q1661394	person	raw_qid_label
8432	Q1662316	person	raw_qid_label
8433	Q1662793	person	raw_qid_label
8434	Q1663088	person	raw_qid_label
8435	Q1663295	person	raw_qid_label
8436	Q1663415	person	raw_qid_label
8438	Q1664987	person	raw_qid_label
8439	Q1665206	organization	raw_qid_label
8440	Q1665575	person	raw_qid_label
8441	Q1665644	person	raw_qid_label
8442	Q1665761	person	raw_qid_label
8443	Q1667630	person	raw_qid_label
8444	Q1668336	person	raw_qid_label
8445	Q1670543	person	raw_qid_label
8446	Q1672665	person	raw_qid_label
8447	Q1673199	person	raw_qid_label
8448	Q1673273	person	raw_qid_label
8449	Q1674459	person	raw_qid_label
8450	Q1675561	person	raw_qid_label
8451	Q1676402	person	raw_qid_label
8453	Q1677155	person	raw_qid_label
8454	Q1677285	person	raw_qid_label
8455	Q1678002	person	raw_qid_label
8456	Q1679969	person	raw_qid_label
8458	Q1680036	person	raw_qid_label
8459	Q1680201	person	raw_qid_label
8460	Q1680782	person	raw_qid_label
8461	Q1680915	person	raw_qid_label
8462	Q1680994	person	raw_qid_label
8463	Q1681051	person	raw_qid_label
8464	Q1681105	person	raw_qid_label
8465	Q1681233	person	raw_qid_label
8466	Q1681349	person	raw_qid_label
8467	Q1681350	person	raw_qid_label
8468	Q1681974	person	raw_qid_label
8471	Q1682148	person	raw_qid_label
8472	Q1682322	person	raw_qid_label
8473	Q1682865	person	raw_qid_label
8474	Q1683633	person	raw_qid_label
8475	Q1684306	person	raw_qid_label
8476	Q1684856	person	raw_qid_label
8477	Q1685147	person	raw_qid_label
8478	Q1685631	person	raw_qid_label
8479	Q1685654	person	raw_qid_label
8480	Q1686261	person	raw_qid_label
8482	Q1687736	person	raw_qid_label
8483	Q1687871	person	raw_qid_label
8484	Q1687893	person	raw_qid_label
8485	Q1687998	person	raw_qid_label
8487	Q1689216	person	raw_qid_label
8488	Q1689361	person	raw_qid_label
8490	Q1690387	person	raw_qid_label
8491	Q1690596	person	raw_qid_label
8492	Q1690817	person	raw_qid_label
8493	Q1690888	person	raw_qid_label
8495	Q1691105	person	raw_qid_label
8496	Q1691177	person	raw_qid_label
8497	Q1691306	person	raw_qid_label
8498	Q1691628	person	raw_qid_label
8499	Q1693866	person	raw_qid_label
8500	Q1694314	person	raw_qid_label
8501	Q1695309	person	raw_qid_label
8502	Q1697335	person	raw_qid_label
8503	Q1697813	person	raw_qid_label
8504	Q1699103	person	raw_qid_label
8505	Q1699151	person	raw_qid_label
8506	Q1699321	person	raw_qid_label
8507	Q1699357	person	raw_qid_label
8508	Q1699374	person	raw_qid_label
8509	Q1699419	person	raw_qid_label
8510	Q1699530	person	raw_qid_label
8511	Q1699561	person	raw_qid_label
8512	Q1699646	group	raw_qid_label
8514	Q1700141	person	raw_qid_label
8515	Q1700297	person	raw_qid_label
8516	Q1700383	person	raw_qid_label
8517	Q1700513	person	raw_qid_label
8518	Q1700875	person	raw_qid_label
8519	Q1701025	person	raw_qid_label
8520	Q1701629	person	raw_qid_label
8521	Q1701816	person	raw_qid_label
8522	Q1702241	person	raw_qid_label
8523	Q1702735	person	raw_qid_label
8524	Q1702743	person	raw_qid_label
8525	Q1703086	person	raw_qid_label
8526	Q1703751	person	raw_qid_label
8527	Q1704158	person	raw_qid_label
8528	Q1704337	person	raw_qid_label
8529	Q1704485	person	raw_qid_label
8530	Q1704907	person	raw_qid_label
8531	Q1705119	person	raw_qid_label
8532	Q1706020	person	raw_qid_label
8533	Q1706678	organization	raw_qid_label
8534	Q1706967	person	raw_qid_label
8535	Q1707026	person	raw_qid_label
8536	Q1707096	person	raw_qid_label
8537	Q1707160	person	raw_qid_label
8538	Q1707966	person	raw_qid_label
8539	Q1708579	person	raw_qid_label
8541	Q1709624	person	raw_qid_label
8542	Q1710151	person	raw_qid_label
8543	Q1710454	person	raw_qid_label
8544	Q1711022	person	raw_qid_label
8545	Q1711513	person	raw_qid_label
8547	Q1712232	person	raw_qid_label
8548	Q1712541	person	raw_qid_label
8549	Q1713908	person	raw_qid_label
8550	Q1714173	person	raw_qid_label
8551	Q1715526	person	raw_qid_label
8552	Q1717054	person	raw_qid_label
8553	Q1717546	person	raw_qid_label
8554	Q1717995	person	raw_qid_label
8556	Q1721336	person	raw_qid_label
8557	Q1724658	group	raw_qid_label
8558	Q1725191	person	raw_qid_label
8559	Q1725355	person	raw_qid_label
8561	Q1729142	person	raw_qid_label
8562	Q1729212	person	raw_qid_label
8563	Q1729425	person	raw_qid_label
8565	Q1729474	person	raw_qid_label
8567	Q1729947	person	raw_qid_label
8568	Q1732179	person	raw_qid_label
8569	Q1738652	person	raw_qid_label
8570	Q1738655	person	raw_qid_label
8571	Q1738852	person	raw_qid_label
8572	Q1739384	person	raw_qid_label
8573	Q1739736	person	raw_qid_label
8574	Q1739986	person	raw_qid_label
8575	Q1740206	person	raw_qid_label
8576	Q1740850	person	raw_qid_label
8577	Q1741329	work	raw_qid_label
8580	Q1743492	person	raw_qid_label
8581	Q1745260	person	raw_qid_label
8583	Q1745459	person	raw_qid_label
8584	Q1745737	person	raw_qid_label
8585	Q1747606	person	raw_qid_label
8586	Q1747765	person	raw_qid_label
8587	Q1748282	person	raw_qid_label
8589	Q1748619	person	raw_qid_label
8590	Q1749290	person	raw_qid_label
8591	Q1749834	person	raw_qid_label
8592	Q1750491	person	raw_qid_label
8594	Q1751871	person	raw_qid_label
8595	Q1753721	person	raw_qid_label
8596	Q1754027	group	raw_qid_label
8597	Q1754059	person	raw_qid_label
8599	Q1754136	group	raw_qid_label
8600	Q1755165	organization	raw_qid_label
8601	Q1755541	person	raw_qid_label
8602	Q1755731	group	raw_qid_label
8603	Q1755953	person	raw_qid_label
8604	Q1756113	person	raw_qid_label
8605	Q1756844	group	raw_qid_label
8607	Q1757629	person	raw_qid_label
8608	Q1758155	person	raw_qid_label
8609	Q1758714	person	raw_qid_label
8611	Q1764618	person	raw_qid_label
8612	Q1764951	person	raw_qid_label
8613	Q1765908	person	raw_qid_label
8614	Q1767387	person	raw_qid_label
8615	Q1769342	person	raw_qid_label
8616	Q1769448	person	raw_qid_label
8617	Q1770234	person	raw_qid_label
8618	Q1771669	person	raw_qid_label
8619	Q1772656	person	raw_qid_label
8620	Q1773842	person	raw_qid_label
8621	Q1778633	person	raw_qid_label
8622	Q1779376	person	raw_qid_label
8623	Q1781136	person	raw_qid_label
8624	Q1781976	person	raw_qid_label
8625	Q1782003	person	raw_qid_label
8626	Q1785777	group	raw_qid_label
8627	Q1786068	person	raw_qid_label
8628	Q1786639	person	raw_qid_label
8629	Q1788002	group	raw_qid_label
8630	Q1789046	group	raw_qid_label
8631	Q1789260	group	raw_qid_label
8633	Q1791533	person	raw_qid_label
8634	Q1792209	person	raw_qid_label
8635	Q1792990	person	raw_qid_label
8636	Q1793326	person	raw_qid_label
8637	Q1793434	person	raw_qid_label
8638	Q1793689	person	raw_qid_label
8639	Q1794738	person	raw_qid_label
8640	Q1796262	person	raw_qid_label
8641	Q1797286	person	raw_qid_label
8642	Q1797523	person	raw_qid_label
8643	Q1797625	person	raw_qid_label
8644	Q1798410	person	raw_qid_label
8645	Q1799428	person	raw_qid_label
8646	Q1801079	person	raw_qid_label
8647	Q1801799	person	raw_qid_label
8648	Q1803334	person	raw_qid_label
8649	Q1804810	person	raw_qid_label
8650	Q1804811	person	raw_qid_label
8651	Q1807890	person	raw_qid_label
8652	Q1809184	person	raw_qid_label
8653	Q1811175	work	raw_qid_label
8655	Q1817072	person	raw_qid_label
8656	Q1819827	person	raw_qid_label
8657	Q1820026	person	raw_qid_label
8658	Q1820469	person	raw_qid_label
8659	Q1820729	person	raw_qid_label
8661	Q1825857	person	raw_qid_label
8662	Q1827266	person	raw_qid_label
8663	Q1830242	person	raw_qid_label
8664	Q1833221	person	raw_qid_label
8665	Q1834613	person	raw_qid_label
8667	Q1839851	person	raw_qid_label
8668	Q1844492	person	raw_qid_label
8669	Q1849400	person	raw_qid_label
8671	Q1853623	work	raw_qid_label
8672	Q1853959	person	raw_qid_label
8673	Q1855369	person	raw_qid_label
8674	Q1859510	person	raw_qid_label
8675	Q1872749	person	raw_qid_label
8676	Q1872992	person	raw_qid_label
8677	Q1872999	person	raw_qid_label
8678	Q1873071	person	raw_qid_label
8679	Q1873317	person	raw_qid_label
8680	Q1875148	person	raw_qid_label
8681	Q1876342	person	raw_qid_label
8682	Q1877720	organization	raw_qid_label
8683	Q1878392	person	raw_qid_label
8684	Q1881437	work	raw_qid_label
8685	Q1883311	person	raw_qid_label
8686	Q1883562	person	raw_qid_label
8687	Q1884239	organization	raw_qid_label
8688	Q1889287	group	raw_qid_label
8689	Q1889405	person	raw_qid_label
8690	Q1889905	person	raw_qid_label
8691	Q1890742	person	raw_qid_label
8692	Q1891322	group	raw_qid_label
8694	Q1891528	person	raw_qid_label
8695	Q1891784	person	raw_qid_label
8696	Q1892408	person	raw_qid_label
8697	Q1893008	person	raw_qid_label
8699	Q1894768	person	raw_qid_label
8700	Q1896231	person	raw_qid_label
8701	Q1896685	person	raw_qid_label
8702	Q1897677	person	raw_qid_label
8703	Q1898148	person	raw_qid_label
8704	Q1898745	person	raw_qid_label
8707	Q1898864	person	raw_qid_label
8708	Q1898936	person	raw_qid_label
8709	Q1899496	person	raw_qid_label
8711	Q1900385	person	raw_qid_label
8713	Q1902096	person	raw_qid_label
8714	Q1902464	person	raw_qid_label
8715	Q1907247	person	raw_qid_label
8716	Q1907685	person	raw_qid_label
8717	Q1908416	person	raw_qid_label
8718	Q1911453	person	raw_qid_label
8720	Q1911638	person	raw_qid_label
8721	Q1913089	person	raw_qid_label
8722	Q1913136	person	raw_qid_label
8723	Q1913583	person	raw_qid_label
8724	Q1914265	person	raw_qid_label
8725	Q1917393	person	raw_qid_label
8726	Q1918218	person	raw_qid_label
8728	Q1922184	person	raw_qid_label
8729	Q1923721	person	raw_qid_label
8731	Q1927585	group	raw_qid_label
8732	Q1928504	person	raw_qid_label
8733	Q1928810	person	raw_qid_label
8734	Q1928838	person	raw_qid_label
8735	Q1929293	person	raw_qid_label
8736	Q1929416	person	raw_qid_label
8738	Q1930798	group	raw_qid_label
8739	Q1930805	person	raw_qid_label
8741	Q1930862	person	raw_qid_label
8742	Q1931049	person	raw_qid_label
8743	Q1932833	person	raw_qid_label
8744	Q1932893	person	raw_qid_label
8745	Q1933464	person	raw_qid_label
8746	Q1934261	person	raw_qid_label
8747	Q1935194	person	raw_qid_label
8748	Q1936098	person	raw_qid_label
8749	Q1937093	person	raw_qid_label
8750	Q1939097	group	raw_qid_label
8751	Q1939400	person	raw_qid_label
8752	Q1943941	person	raw_qid_label
8754	Q1944839	person	raw_qid_label
8755	Q1944878	person	raw_qid_label
8756	Q1946521	work	raw_qid_label
8758	Q1948363	work	raw_qid_label
8759	Q1953709	person	raw_qid_label
8760	Q1954051	person	raw_qid_label
8761	Q1958166	person	raw_qid_label
8765	Q1963814	person	raw_qid_label
8766	Q1964555	person	raw_qid_label
8767	Q1965492	person	raw_qid_label
8768	Q1966500	person	raw_qid_label
8769	Q1966970	person	raw_qid_label
8770	Q1967789	person	raw_qid_label
8771	Q1968433	person	raw_qid_label
8772	Q1968576	person	raw_qid_label
8773	Q1969354	person	raw_qid_label
8774	Q1971737	person	raw_qid_label
8775	Q1971756	person	raw_qid_label
8776	Q1973615	person	raw_qid_label
8777	Q1973834	work	raw_qid_label
8778	Q1975783	person	raw_qid_label
8779	Q1980456	work	raw_qid_label
8780	Q1982288	person	raw_qid_label
8782	Q1983712	person	raw_qid_label
8783	Q1983843	person	raw_qid_label
8784	Q1984197	person	raw_qid_label
8785	Q1984434	person	raw_qid_label
8786	Q1986248	person	raw_qid_label
8788	Q1989312	work	raw_qid_label
8789	Q1990442	person	raw_qid_label
8790	Q1991388	person	raw_qid_label
8791	Q1992770	person	raw_qid_label
8792	Q1992967	person	raw_qid_label
8793	Q1994208	person	raw_qid_label
8794	Q1998128	person	raw_qid_label
8795	Q1998930	person	raw_qid_label
8796	Q1999640	person	raw_qid_label
8797	Q2000363	person	raw_qid_label
8798	Q2003471	person	raw_qid_label
8799	Q2003617	group	raw_qid_label
8800	Q2003697	person	raw_qid_label
8801	Q2003971	person	raw_qid_label
8802	Q2004418	person	raw_qid_label
8803	Q2005146	person	raw_qid_label
8804	Q2005629	person	raw_qid_label
8805	Q2006459	person	raw_qid_label
8808	Q2007296	person	raw_qid_label
8809	Q2007551	person	raw_qid_label
8810	Q2008955	person	raw_qid_label
8811	Q2009462	person	raw_qid_label
8812	Q2012810	person	raw_qid_label
8813	Q2019636	person	raw_qid_label
8814	Q2020510	person	raw_qid_label
8815	Q2020870	person	raw_qid_label
8816	Q2023400	person	raw_qid_label
8817	Q2024442	person	raw_qid_label
8818	Q2024767	person	raw_qid_label
8819	Q2025957	person	raw_qid_label
8820	Q2029593	person	raw_qid_label
8821	Q2029648	person	raw_qid_label
8822	Q2030217	group	raw_qid_label
8824	Q2031868	person	raw_qid_label
8825	Q2032901	person	raw_qid_label
8826	Q2033544	person	raw_qid_label
8827	Q2033820	person	raw_qid_label
8828	Q2034661	work	raw_qid_label
8829	Q2036627	person	raw_qid_label
8832	Q2037344	person	raw_qid_label
8833	Q2038460	person	raw_qid_label
8834	Q2039806	person	raw_qid_label
8835	Q2040288	person	raw_qid_label
8836	Q2040699	person	raw_qid_label
8837	Q2041141	person	raw_qid_label
8838	Q2042487	person	raw_qid_label
8839	Q2042598	person	raw_qid_label
8840	Q2045924	person	raw_qid_label
8841	Q2052070	person	raw_qid_label
8842	Q2052248	person	raw_qid_label
8843	Q2052465	person	raw_qid_label
8844	Q2053166	person	raw_qid_label
8845	Q2054096	person	raw_qid_label
8846	Q2054519	person	raw_qid_label
8847	Q2055700	person	raw_qid_label
8848	Q2055847	person	raw_qid_label
8851	Q2057091	person	raw_qid_label
8852	Q2058290	person	raw_qid_label
8853	Q2058342	person	raw_qid_label
8854	Q2058809	person	raw_qid_label
8855	Q2059104	work	raw_qid_label
8856	Q2059180	person	raw_qid_label
8857	Q2059355	person	raw_qid_label
8859	Q2060840	organization	raw_qid_label
8860	Q2061052	person	raw_qid_label
8861	Q2061166	person	raw_qid_label
8862	Q2061182	person	raw_qid_label
8863	Q2061350	person	raw_qid_label
8864	Q2061785	person	raw_qid_label
8865	Q2063267	person	raw_qid_label
8866	Q2063603	person	raw_qid_label
8867	Q2063709	person	raw_qid_label
8868	Q2064639	person	raw_qid_label
8869	Q2065508	person	raw_qid_label
8870	Q2065707	person	raw_qid_label
8871	Q2067198	person	raw_qid_label
8872	Q2067715	person	raw_qid_label
8873	Q2067930	person	raw_qid_label
8874	Q2068913	person	raw_qid_label
8875	Q2069183	person	raw_qid_label
8876	Q2070254	person	raw_qid_label
8877	Q2071316	person	raw_qid_label
8878	Q2071754	person	raw_qid_label
8879	Q2071797	person	raw_qid_label
8880	Q2073110	person	raw_qid_label
8881	Q2073200	person	raw_qid_label
8883	Q2074382	person	raw_qid_label
8884	Q2076016	person	raw_qid_label
8885	Q2076826	person	raw_qid_label
8886	Q2076831	person	raw_qid_label
8887	Q2077250	person	raw_qid_label
8888	Q2077276	person	raw_qid_label
8889	Q2081217	person	raw_qid_label
8890	Q2082441	person	raw_qid_label
8891	Q2083361	person	raw_qid_label
8892	Q2083443	person	raw_qid_label
8893	Q2084116	person	raw_qid_label
8894	Q2087671	person	raw_qid_label
8895	Q2087969	person	raw_qid_label
8897	Q2092070	person	raw_qid_label
8898	Q2092897	person	raw_qid_label
8899	Q2092907	person	raw_qid_label
8900	Q2093233	work	raw_qid_label
8901	Q2093340	person	raw_qid_label
8902	Q2093379	person	raw_qid_label
8903	Q2093541	person	raw_qid_label
8904	Q2093730	person	raw_qid_label
8905	Q2094606	person	raw_qid_label
8906	Q2095952	person	raw_qid_label
8907	Q2096927	person	raw_qid_label
8908	Q2100953	person	raw_qid_label
8909	Q2105051	person	raw_qid_label
8910	Q2106732	person	raw_qid_label
8911	Q2108205	person	raw_qid_label
8912	Q2114201	person	raw_qid_label
8913	Q2115954	group	raw_qid_label
8914	Q2117148	organization	raw_qid_label
8917	Q2124771	work	raw_qid_label
8919	Q2126927	person	raw_qid_label
8920	Q2128351	person	raw_qid_label
8921	Q2128471	person	raw_qid_label
8922	Q2129378	person	raw_qid_label
8923	Q2131012	person	raw_qid_label
8924	Q2131525	person	raw_qid_label
8925	Q2131762	person	raw_qid_label
8926	Q2133850	person	raw_qid_label
8927	Q2133939	person	raw_qid_label
8928	Q2133954	person	raw_qid_label
8929	Q2134019	person	raw_qid_label
8930	Q2134104	person	raw_qid_label
8931	Q2138429	person	raw_qid_label
8932	Q2138637	person	raw_qid_label
8934	Q2141212	person	raw_qid_label
8935	Q2141485	person	raw_qid_label
8936	Q2141594	person	raw_qid_label
8937	Q2142320	group	raw_qid_label
8939	Q2143595	person	raw_qid_label
8940	Q2143609	person	raw_qid_label
8941	Q2143641	person	raw_qid_label
8942	Q2144589	person	raw_qid_label
8943	Q2147442	person	raw_qid_label
8944	Q2148362	person	raw_qid_label
8945	Q2148492	organization	raw_qid_label
8946	Q2149399	person	raw_qid_label
8947	Q2149490	person	raw_qid_label
8948	Q2149684	person	raw_qid_label
8949	Q2150102	person	raw_qid_label
8950	Q2153168	work	raw_qid_label
8951	Q2154708	work	raw_qid_label
8952	Q2156342	person	raw_qid_label
8953	Q2157603	person	raw_qid_label
8954	Q2157623	person	raw_qid_label
8955	Q2158073	person	raw_qid_label
8957	Q2158657	person	raw_qid_label
8958	Q2159436	person	raw_qid_label
8959	Q2159531	person	raw_qid_label
8960	Q2161692	person	raw_qid_label
8961	Q2163531	person	raw_qid_label
8963	Q2164669	person	raw_qid_label
8964	Q2164812	group	raw_qid_label
8966	Q2165248	person	raw_qid_label
8969	Q2165643	person	raw_qid_label
8970	Q2165773	person	raw_qid_label
8971	Q2166559	person	raw_qid_label
8972	Q2172436	person	raw_qid_label
8973	Q2173068	person	raw_qid_label
8974	Q2174226	person	raw_qid_label
8975	Q2174565	person	raw_qid_label
8976	Q2174572	person	raw_qid_label
8977	Q2177665	person	raw_qid_label
8978	Q2180662	person	raw_qid_label
8979	Q2181858	person	raw_qid_label
8980	Q2185587	person	raw_qid_label
8981	Q2193613	person	raw_qid_label
8983	Q2217951	person	raw_qid_label
8984	Q2218719	person	raw_qid_label
8985	Q2221246	person	raw_qid_label
8986	Q2221933	person	raw_qid_label
8988	Q2237338	person	raw_qid_label
8989	Q2245540	person	raw_qid_label
8990	Q2245650	organization	raw_qid_label
8991	Q2253112	person	raw_qid_label
8992	Q2257282	person	raw_qid_label
8993	Q2261249	work	raw_qid_label
8994	Q2262852	person	raw_qid_label
8995	Q2263306	person	raw_qid_label
8997	Q2265719	work	raw_qid_label
8998	Q2266786	person	raw_qid_label
8999	Q2267473	person	raw_qid_label
9000	Q2268097	person	raw_qid_label
9002	Q2269667	person	raw_qid_label
9003	Q2269990	person	raw_qid_label
9004	Q2272712	person	raw_qid_label
9005	Q2273051	person	raw_qid_label
9006	Q2274969	person	raw_qid_label
9007	Q2275533	person	raw_qid_label
9008	Q2278569	person	raw_qid_label
9009	Q2283665	work	raw_qid_label
9010	Q2286275	person	raw_qid_label
9011	Q2287751	person	raw_qid_label
9012	Q2287782	person	raw_qid_label
9013	Q2288053	person	raw_qid_label
9014	Q2292452	person	raw_qid_label
9015	Q2292563	person	raw_qid_label
9016	Q2294322	group	raw_qid_label
9017	Q2296028	person	raw_qid_label
9018	Q2296195	person	raw_qid_label
9019	Q2298419	person	raw_qid_label
9021	Q2298766	group	raw_qid_label
9022	Q2300157	person	raw_qid_label
9023	Q2301434	work	raw_qid_label
9024	Q2305700	person	raw_qid_label
9025	Q2308711	person	raw_qid_label
9026	Q2309707	person	raw_qid_label
9027	Q2310642	person	raw_qid_label
9028	Q2311775	work	raw_qid_label
9029	Q2314663	person	raw_qid_label
9030	Q2318796	person	raw_qid_label
9031	Q2319212	person	raw_qid_label
9032	Q2319726	person	raw_qid_label
9033	Q2323271	person	raw_qid_label
9034	Q2323644	person	raw_qid_label
9035	Q2329915	person	raw_qid_label
9036	Q2330239	person	raw_qid_label
9037	Q2331398	person	raw_qid_label
9038	Q2333094	person	raw_qid_label
9040	Q2335998	person	raw_qid_label
9043	Q2338747	person	raw_qid_label
9044	Q2338889	work	raw_qid_label
9045	Q2342548	person	raw_qid_label
9046	Q2343863	person	raw_qid_label
